neighbourhood,longitude,room_type,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,price
183.0,-73.73399,1.0,1.0,30.0,1.0,282.0,60
21.0,-73.92849,0.0,7.0,1.0,1.0,173.0,60
19.0,-73.98006,0.0,13.0,0.0,1.0,0.0,45
23.0,-73.99028,1.0,1.0,2.0,1.0,0.0,300
31.0,-73.89723,0.0,5.0,9.0,2.0,0.0,35
21.0,-73.9068,0.0,4.0,5.0,4.0,98.0,69
19.0,-73.98893,1.0,13.0,5.0,1.0,301.0,198
19.0,-73.97952,1.0,5.0,3.0,1.0,0.0,100
99.0,-73.90933,0.0,2.0,47.0,4.0,249.0,60
6.0,-73.92491,0.0,1.0,0.0,1.0,179.0,225
54.0,-73.946,1.0,2.0,19.0,4.0,328.0,325
8.0,-73.97736,1.0,2.0,9.0,1.0,286.0,350
20.0,-73.94937,0.0,1.0,0.0,1.0,0.0,45
5.0,-73.97201,1.0,6.0,2.0,1.0,341.0,200
13.0,-73.96993,1.0,4.0,45.0,1.0,190.0,100
35.0,-73.9198,1.0,2.0,64.0,1.0,194.0,125
84.0,-73.88285,0.0,2.0,5.0,3.0,365.0,68
6.0,-73.93073,1.0,5.0,47.0,2.0,91.0,115
12.0,-73.94057,0.0,3.0,2.0,1.0,36.0,55
25.0,-73.93234,1.0,13.0,1.0,1.0,0.0,65
8.0,-73.9729,1.0,5.0,3.0,1.0,9.0,300
68.0,-73.98308,1.0,3.0,52.0,1.0,3.0,100
1.0,-73.96327,0.0,3.0,70.0,1.0,278.0,98
6.0,-73.94321,1.0,1.0,3.0,1.0,0.0,100
8.0,-73.96951,1.0,2.0,0.0,1.0,5.0,165
21.0,-73.91231,0.0,7.0,4.0,1.0,95.0,55
144.0,-73.89883,0.0,1.0,0.0,1.0,363.0,149
23.0,-73.98437,0.0,2.0,6.0,4.0,0.0,102
2.0,-73.94804,0.0,1.0,52.0,4.0,355.0,85
3.0,-73.96026,0.0,1.0,15.0,1.0,179.0,89
17.0,-73.98386,0.0,2.0,26.0,1.0,74.0,45
77.0,-74.01001,1.0,4.0,3.0,1.0,0.0,299
25.0,-73.95765,1.0,13.0,1.0,1.0,0.0,130
8.0,-73.97739,0.0,13.0,70.0,1.0,176.0,93
1.0,-73.96388,1.0,2.0,4.0,1.0,0.0,210
19.0,-73.98594,1.0,3.0,0.0,1.0,0.0,200
63.0,-73.8347,0.0,1.0,34.0,1.0,93.0,70
18.0,-73.92689,1.0,1.0,17.0,1.0,64.0,90
28.0,-73.96098,1.0,1.0,25.0,4.0,330.0,140
20.0,-73.95285,0.0,1.0,2.0,1.0,0.0,60
150.0,-73.90648,1.0,2.0,41.0,2.0,342.0,125
37.0,-73.83284,0.0,1.0,14.0,4.0,121.0,49
75.0,-74.0319,1.0,1.0,1.0,1.0,0.0,125
21.0,-73.92443,0.0,5.0,0.0,3.0,0.0,45
4.0,-73.94233,0.0,1.0,70.0,4.0,199.0,65
12.0,-73.96178,0.0,5.0,0.0,1.0,0.0,65
117.0,-73.95366,0.0,1.0,10.0,1.0,0.0,50
19.0,-73.98088,0.0,1.0,0.0,1.0,0.0,49
45.0,-73.96019,1.0,4.0,4.0,1.0,0.0,120
19.0,-73.98066,0.0,1.0,3.0,1.0,365.0,125
2.0,-73.94228,1.0,1.0,2.0,3.0,0.0,150
12.0,-73.95956,1.0,3.0,32.0,2.0,141.0,200
5.0,-73.97018,1.0,3.0,0.0,1.0,0.0,144
29.0,-73.96941,1.0,4.0,2.0,1.0,0.0,135
49.0,-73.9117,0.0,2.0,70.0,1.0,350.0,90
6.0,-73.93567,1.0,13.0,0.0,2.0,45.0,120
12.0,-73.95341,1.0,2.0,17.0,1.0,3.0,160
19.0,-73.98379,1.0,13.0,0.0,4.0,330.0,314
15.0,-73.93273,0.0,2.0,53.0,1.0,8.0,54
22.0,-73.95288,0.0,3.0,0.0,2.0,311.0,50
25.0,-73.93108,1.0,2.0,1.0,1.0,266.0,275
2.0,-73.94937,0.0,1.0,33.0,1.0,19.0,68
54.0,-73.92913,2.0,1.0,23.0,2.0,364.0,50
6.0,-73.93325,1.0,2.0,4.0,1.0,0.0,125
21.0,-73.91492,0.0,2.0,19.0,1.0,198.0,75
117.0,-73.95517,0.0,1.0,0.0,3.0,330.0,100
8.0,-73.96034,1.0,3.0,18.0,1.0,0.0,130
47.0,-73.87463,1.0,1.0,4.0,1.0,0.0,100
13.0,-73.97279,1.0,3.0,1.0,1.0,125.0,270
6.0,-73.95702,0.0,7.0,6.0,1.0,0.0,48
64.0,-73.99498,0.0,2.0,70.0,3.0,59.0,130
12.0,-73.94185,1.0,3.0,0.0,1.0,0.0,200
12.0,-73.95244,0.0,1.0,2.0,1.0,249.0,43
59.0,-73.90204,0.0,1.0,0.0,1.0,83.0,60
6.0,-73.93142,1.0,4.0,34.0,2.0,340.0,130
11.0,-74.00606,1.0,2.0,11.0,1.0,0.0,275
95.0,-73.83752,1.0,1.0,22.0,1.0,130.0,79
6.0,-73.9172,0.0,1.0,22.0,2.0,236.0,48
2.0,-73.94848,1.0,3.0,38.0,3.0,302.0,450
7.0,-73.99597,1.0,3.0,4.0,1.0,108.0,639
30.0,-73.93108,0.0,2.0,9.0,1.0,0.0,40
21.0,-73.92496,0.0,1.0,4.0,1.0,71.0,51
79.0,-74.01153,0.0,3.0,5.0,1.0,281.0,52
15.0,-73.92172,0.0,1.0,6.0,2.0,323.0,65
11.0,-74.00313,1.0,13.0,0.0,4.0,326.0,188
3.0,-73.96439,0.0,1.0,3.0,1.0,0.0,120
63.0,-73.83928,0.0,2.0,35.0,4.0,235.0,58
16.0,-73.97833,0.0,13.0,1.0,2.0,0.0,60
7.0,-73.99331,0.0,2.0,30.0,3.0,3.0,115
101.0,-74.01798,1.0,1.0,0.0,1.0,43.0,199
22.0,-73.96478,1.0,5.0,4.0,1.0,0.0,290
7.0,-73.99762,1.0,13.0,2.0,4.0,365.0,275
73.0,-73.95564,0.0,1.0,4.0,1.0,341.0,60
111.0,-74.00552,0.0,1.0,1.0,4.0,350.0,60
31.0,-73.89163,0.0,1.0,57.0,2.0,295.0,50
4.0,-73.94893,0.0,1.0,5.0,1.0,0.0,75
12.0,-73.94307,1.0,1.0,15.0,1.0,16.0,82
62.0,-73.81867,1.0,1.0,70.0,2.0,134.0,150
28.0,-73.96283,2.0,3.0,48.0,1.0,0.0,99
3.0,-73.96736,0.0,3.0,4.0,1.0,0.0,65
22.0,-73.96066,1.0,3.0,4.0,1.0,69.0,100
70.0,-73.89873,1.0,4.0,70.0,2.0,33.0,72
30.0,-73.93087,0.0,2.0,6.0,1.0,29.0,50
6.0,-73.94822,0.0,5.0,42.0,3.0,63.0,81
6.0,-73.9262,1.0,2.0,5.0,2.0,0.0,120
21.0,-73.93369,1.0,3.0,0.0,2.0,0.0,95
64.0,-73.99487,1.0,3.0,17.0,1.0,0.0,119
26.0,-73.9796,1.0,4.0,0.0,1.0,78.0,220
9.0,-73.9958,0.0,1.0,70.0,3.0,91.0,122
7.0,-73.99539,0.0,13.0,8.0,4.0,351.0,55
12.0,-73.96114,1.0,13.0,25.0,3.0,342.0,218
1.0,-73.97092,1.0,12.0,4.0,1.0,118.0,150
12.0,-73.95981,1.0,2.0,51.0,1.0,147.0,212
2.0,-73.94736,0.0,4.0,70.0,2.0,125.0,69
26.0,-73.98233,1.0,2.0,18.0,1.0,0.0,150
10.0,-73.98568,1.0,13.0,3.0,1.0,0.0,70
27.0,-74.00307,1.0,3.0,70.0,1.0,44.0,235
21.0,-73.91689,1.0,13.0,1.0,1.0,6.0,78
12.0,-73.94357,1.0,6.0,5.0,1.0,40.0,150
13.0,-73.97456,0.0,1.0,24.0,2.0,72.0,89
11.0,-74.00378,1.0,1.0,0.0,1.0,0.0,200
6.0,-73.93656,1.0,5.0,70.0,1.0,0.0,175
28.0,-73.94977,0.0,1.0,70.0,1.0,319.0,80
21.0,-73.91836,0.0,3.0,22.0,2.0,0.0,50
2.0,-73.94286,1.0,3.0,30.0,1.0,159.0,150
24.0,-73.95808,0.0,2.0,0.0,1.0,0.0,75
9.0,-73.99995,0.0,2.0,35.0,1.0,6.0,100
8.0,-73.96592,2.0,1.0,1.0,2.0,363.0,50
17.0,-73.98397,0.0,2.0,21.0,1.0,272.0,135
30.0,-73.94063,0.0,13.0,3.0,4.0,311.0,65
54.0,-73.92756,2.0,7.0,1.0,1.0,179.0,50
7.0,-73.99431,1.0,3.0,1.0,1.0,5.0,390
0.0,-73.9756,1.0,1.0,10.0,1.0,0.0,95
21.0,-73.92417,0.0,13.0,0.0,1.0,31.0,52
21.0,-73.93729,1.0,2.0,46.0,1.0,19.0,162
72.0,-73.92183,0.0,5.0,46.0,1.0,174.0,45
90.0,-74.02786,0.0,1.0,0.0,2.0,179.0,79
45.0,-73.95639,0.0,9.0,7.0,1.0,0.0,60
14.0,-73.99487,0.0,3.0,70.0,1.0,27.0,76
8.0,-73.9624,0.0,1.0,70.0,1.0,246.0,99
30.0,-73.93764,0.0,2.0,3.0,1.0,0.0,45
83.0,-73.88284,1.0,2.0,13.0,1.0,288.0,144
7.0,-73.99364,1.0,13.0,4.0,4.0,272.0,130
2.0,-73.95762,1.0,1.0,1.0,1.0,0.0,89
28.0,-73.95236,1.0,2.0,8.0,1.0,0.0,125
12.0,-73.93761,2.0,1.0,34.0,3.0,75.0,40
6.0,-73.92695,1.0,13.0,1.0,2.0,155.0,120
11.0,-74.00333,0.0,3.0,1.0,1.0,52.0,160
49.0,-73.91689,0.0,3.0,10.0,1.0,88.0,85
23.0,-73.98699,1.0,13.0,0.0,1.0,0.0,85
2.0,-73.9421,0.0,1.0,0.0,1.0,0.0,80
21.0,-73.91445,0.0,1.0,57.0,1.0,48.0,65
5.0,-73.9784,1.0,13.0,6.0,1.0,135.0,220
100.0,-73.91488,0.0,1.0,11.0,4.0,347.0,75
2.0,-73.95256,0.0,2.0,5.0,2.0,0.0,65
64.0,-73.99497,1.0,5.0,1.0,1.0,0.0,350
7.0,-73.99823,1.0,13.0,0.0,4.0,146.0,499
6.0,-73.95296,1.0,2.0,5.0,1.0,0.0,142
117.0,-73.9575,1.0,2.0,2.0,1.0,0.0,116
87.0,-73.85799,0.0,2.0,12.0,2.0,19.0,60
28.0,-73.95819,0.0,1.0,2.0,2.0,0.0,85
8.0,-73.97252,1.0,3.0,0.0,1.0,0.0,150
22.0,-73.96687,0.0,2.0,1.0,1.0,0.0,69
21.0,-73.92266,1.0,13.0,0.0,1.0,0.0,70
12.0,-73.94353,0.0,1.0,0.0,1.0,0.0,100
28.0,-73.95193,1.0,13.0,4.0,4.0,299.0,190
2.0,-73.95796,1.0,2.0,5.0,1.0,0.0,99
44.0,-73.90374,0.0,1.0,14.0,1.0,272.0,50
19.0,-73.97767,0.0,7.0,1.0,1.0,0.0,100
183.0,-73.73283,0.0,1.0,70.0,3.0,356.0,84
4.0,-73.94247,0.0,2.0,2.0,1.0,0.0,85
22.0,-73.96348,1.0,3.0,9.0,1.0,0.0,100
22.0,-73.95572,1.0,2.0,13.0,1.0,160.0,150
12.0,-73.95018,1.0,10.0,3.0,1.0,0.0,80
56.0,-73.92332,0.0,1.0,27.0,4.0,363.0,50
21.0,-73.93258,0.0,2.0,5.0,3.0,4.0,65
2.0,-73.9498,1.0,2.0,4.0,1.0,0.0,160
32.0,-73.99311,1.0,2.0,13.0,1.0,0.0,149
7.0,-73.98982,0.0,1.0,54.0,1.0,341.0,125
71.0,-73.98497,1.0,1.0,2.0,1.0,301.0,890
188.0,-73.91696,1.0,7.0,0.0,1.0,254.0,69
28.0,-73.95403,0.0,1.0,62.0,2.0,258.0,79
4.0,-73.93875,1.0,2.0,0.0,1.0,3.0,115
33.0,-73.99247,1.0,3.0,4.0,1.0,5.0,180
15.0,-73.95859,0.0,1.0,2.0,1.0,0.0,70
31.0,-73.90037,0.0,2.0,21.0,4.0,125.0,57
28.0,-73.96031,1.0,3.0,57.0,1.0,93.0,199
8.0,-73.96598,0.0,1.0,5.0,1.0,0.0,75
12.0,-73.94242,0.0,3.0,0.0,1.0,0.0,65
19.0,-73.98336,1.0,3.0,0.0,1.0,0.0,250
13.0,-73.97316,0.0,2.0,1.0,1.0,0.0,102
44.0,-73.89632,0.0,13.0,11.0,1.0,332.0,75
8.0,-73.96106,1.0,3.0,5.0,1.0,320.0,550
77.0,-74.01054,1.0,2.0,1.0,1.0,363.0,500
27.0,-74.0021,1.0,1.0,70.0,1.0,187.0,190
20.0,-73.94768,1.0,13.0,4.0,4.0,301.0,110
101.0,-74.01775,0.0,1.0,1.0,4.0,339.0,100
123.0,-74.00991,0.0,2.0,41.0,1.0,3.0,52
12.0,-73.94584,1.0,2.0,70.0,1.0,223.0,250
26.0,-73.98275,0.0,2.0,41.0,1.0,242.0,175
33.0,-73.99531,1.0,1.0,70.0,4.0,365.0,150
20.0,-73.94582,0.0,5.0,0.0,1.0,0.0,99
24.0,-73.95875,1.0,3.0,0.0,2.0,0.0,125
12.0,-73.96303,0.0,2.0,1.0,1.0,0.0,70
20.0,-73.95835,0.0,13.0,0.0,1.0,0.0,49
28.0,-73.9541,1.0,2.0,5.0,1.0,0.0,200
2.0,-73.93905,0.0,1.0,12.0,1.0,0.0,49
12.0,-73.96128,0.0,2.0,5.0,2.0,365.0,75
1.0,-73.98156,1.0,13.0,1.0,4.0,351.0,239
49.0,-73.90799,0.0,2.0,0.0,1.0,35.0,55
49.0,-73.91693,0.0,1.0,5.0,2.0,0.0,55
30.0,-73.94351,0.0,3.0,70.0,1.0,66.0,55
14.0,-74.00265,1.0,4.0,6.0,1.0,0.0,110
12.0,-73.9616,1.0,1.0,0.0,4.0,177.0,2000
20.0,-73.95341,0.0,3.0,29.0,1.0,15.0,59
39.0,-73.92153,1.0,2.0,31.0,1.0,169.0,115
12.0,-73.95922,1.0,3.0,2.0,1.0,0.0,160
30.0,-73.94476,0.0,13.0,2.0,1.0,0.0,37
36.0,-73.99181,1.0,3.0,13.0,1.0,0.0,145
12.0,-73.96156,0.0,1.0,1.0,3.0,0.0,80
39.0,-73.9194,1.0,13.0,0.0,1.0,0.0,82
65.0,-73.87359,0.0,1.0,6.0,1.0,0.0,50
12.0,-73.95073,1.0,3.0,4.0,1.0,0.0,200
7.0,-73.98757,1.0,2.0,53.0,1.0,0.0,160
6.0,-73.9365,1.0,3.0,44.0,1.0,64.0,169
12.0,-73.96526,1.0,3.0,31.0,1.0,0.0,210
43.0,-74.00721,1.0,2.0,3.0,1.0,158.0,525
24.0,-73.96161,0.0,4.0,6.0,1.0,6.0,50
22.0,-73.95969,1.0,3.0,12.0,1.0,0.0,120
64.0,-73.99333,0.0,1.0,1.0,4.0,0.0,84
6.0,-73.95249,1.0,3.0,6.0,1.0,1.0,113
2.0,-73.95615,1.0,2.0,6.0,1.0,0.0,200
19.0,-73.98929,1.0,10.0,5.0,1.0,0.0,150
52.0,-74.00128,1.0,3.0,1.0,1.0,7.0,350
27.0,-73.9998,1.0,2.0,0.0,1.0,2.0,800
46.0,-73.76711,0.0,1.0,0.0,2.0,179.0,159
24.0,-73.962,1.0,2.0,2.0,1.0,0.0,75
1.0,-73.9689,1.0,3.0,1.0,1.0,5.0,140
2.0,-73.9487,0.0,2.0,3.0,1.0,0.0,55
19.0,-73.98784,0.0,13.0,0.0,1.0,173.0,80
6.0,-73.95684,0.0,2.0,14.0,1.0,0.0,54
20.0,-73.94781,1.0,3.0,15.0,1.0,0.0,350
49.0,-73.91065,0.0,1.0,5.0,2.0,31.0,70
67.0,-73.97275,2.0,7.0,1.0,4.0,313.0,25
3.0,-73.96239,1.0,2.0,70.0,1.0,314.0,155
26.0,-73.98168,0.0,1.0,19.0,3.0,37.0,115
12.0,-73.96379,0.0,1.0,5.0,1.0,0.0,90
70.0,-73.87785,0.0,1.0,35.0,2.0,365.0,50
53.0,-73.99716,1.0,2.0,70.0,1.0,0.0,220
7.0,-73.98928,1.0,2.0,4.0,1.0,29.0,190
6.0,-73.92318,0.0,1.0,70.0,3.0,288.0,49
15.0,-73.95646,0.0,1.0,4.0,1.0,0.0,57
19.0,-73.98237,0.0,4.0,2.0,2.0,0.0,49
27.0,-73.99815,1.0,3.0,10.0,1.0,0.0,900
50.0,-73.99277,1.0,3.0,5.0,1.0,362.0,1500
43.0,-74.0051,1.0,2.0,52.0,1.0,72.0,150
14.0,-73.99036,0.0,1.0,63.0,4.0,29.0,69
28.0,-73.9558,1.0,3.0,8.0,1.0,0.0,110
22.0,-73.96602,1.0,13.0,4.0,1.0,47.0,115
155.0,-73.78207,0.0,1.0,0.0,2.0,0.0,750
12.0,-73.95173,0.0,2.0,7.0,4.0,3.0,95
54.0,-73.94738,0.0,1.0,70.0,2.0,35.0,80
7.0,-73.99008,1.0,3.0,15.0,1.0,4.0,198
19.0,-73.9782,0.0,7.0,25.0,1.0,359.0,95
21.0,-73.92673,1.0,3.0,10.0,1.0,0.0,136
19.0,-73.98764,0.0,1.0,0.0,1.0,0.0,180
56.0,-73.91449,1.0,3.0,50.0,2.0,352.0,130
14.0,-74.00084,1.0,1.0,6.0,1.0,2.0,195
12.0,-73.95655,0.0,1.0,1.0,1.0,0.0,60
4.0,-73.94163,1.0,1.0,5.0,1.0,338.0,185
49.0,-73.91415,1.0,7.0,15.0,1.0,0.0,80
28.0,-73.95223,0.0,1.0,1.0,1.0,0.0,80
19.0,-73.98403,1.0,5.0,0.0,1.0,0.0,175
7.0,-73.99709,0.0,7.0,9.0,4.0,337.0,62
159.0,-73.73837,1.0,2.0,22.0,1.0,47.0,250
1.0,-73.98191,1.0,1.0,0.0,4.0,0.0,275
6.0,-73.94539,1.0,2.0,37.0,1.0,0.0,94
19.0,-73.9813,1.0,2.0,6.0,1.0,39.0,136
19.0,-73.98325,0.0,2.0,4.0,2.0,0.0,95
12.0,-73.94158,0.0,2.0,61.0,3.0,42.0,69
6.0,-73.95422,0.0,7.0,0.0,1.0,0.0,42
19.0,-73.97903,1.0,3.0,3.0,1.0,0.0,320
6.0,-73.9193,0.0,2.0,28.0,1.0,0.0,62
25.0,-73.93508,1.0,6.0,0.0,1.0,0.0,90
19.0,-73.9892,1.0,1.0,0.0,1.0,0.0,190
7.0,-73.98847,0.0,2.0,3.0,2.0,0.0,155
79.0,-74.01774,0.0,1.0,67.0,1.0,8.0,49
30.0,-73.94446,0.0,1.0,1.0,1.0,0.0,60
12.0,-73.95825,0.0,2.0,14.0,1.0,0.0,60
6.0,-73.94138,1.0,3.0,3.0,2.0,0.0,120
19.0,-73.98662,1.0,13.0,52.0,1.0,314.0,139
68.0,-73.98546,1.0,2.0,29.0,1.0,65.0,350
19.0,-73.97595,1.0,1.0,70.0,1.0,157.0,290
79.0,-73.99794,0.0,7.0,2.0,1.0,0.0,45
7.0,-73.99435,1.0,13.0,3.0,4.0,339.0,125
117.0,-73.97111,1.0,13.0,0.0,1.0,0.0,80
12.0,-73.94894,1.0,6.0,7.0,1.0,4.0,149
73.0,-73.94881,2.0,13.0,0.0,3.0,84.0,37
6.0,-73.95793,1.0,2.0,3.0,1.0,268.0,149
8.0,-73.98118,0.0,2.0,70.0,1.0,6.0,112
16.0,-73.97691,1.0,3.0,0.0,1.0,0.0,175
73.0,-73.95951,2.0,3.0,1.0,4.0,281.0,40
50.0,-73.98492,1.0,5.0,7.0,1.0,1.0,221
12.0,-73.94146,1.0,3.0,0.0,1.0,359.0,300
46.0,-73.77464,0.0,2.0,0.0,2.0,90.0,75
43.0,-74.00721,1.0,2.0,4.0,1.0,0.0,195
6.0,-73.92135,1.0,2.0,11.0,1.0,6.0,120
8.0,-73.98235,1.0,1.0,0.0,1.0,0.0,260
23.0,-73.98508,0.0,2.0,1.0,1.0,0.0,150
28.0,-73.95015,1.0,13.0,6.0,4.0,326.0,287
12.0,-73.94191,1.0,3.0,32.0,3.0,78.0,172
21.0,-73.93206,0.0,4.0,1.0,2.0,0.0,47
8.0,-73.96623,0.0,5.0,55.0,1.0,0.0,89
12.0,-73.96234,1.0,7.0,3.0,1.0,43.0,160
13.0,-73.97523,0.0,13.0,0.0,4.0,305.0,48
2.0,-73.94243,0.0,2.0,3.0,1.0,364.0,205
19.0,-73.98998,1.0,2.0,1.0,1.0,0.0,300
3.0,-73.96757,1.0,10.0,0.0,1.0,0.0,115
11.0,-74.00213,1.0,5.0,1.0,1.0,365.0,700
28.0,-73.96084,1.0,3.0,2.0,1.0,0.0,130
28.0,-73.95687,0.0,3.0,7.0,1.0,131.0,42
27.0,-74.00429,0.0,3.0,51.0,3.0,276.0,80
12.0,-73.95142,1.0,10.0,0.0,1.0,0.0,78
6.0,-73.9288,1.0,13.0,1.0,2.0,111.0,100
2.0,-73.94528,0.0,7.0,0.0,1.0,0.0,120
12.0,-73.92918,0.0,2.0,18.0,2.0,5.0,55
20.0,-73.95345,1.0,2.0,37.0,1.0,229.0,225
12.0,-73.93426,0.0,5.0,0.0,1.0,43.0,100
8.0,-73.97402,1.0,13.0,1.0,4.0,218.0,244
19.0,-73.97896,0.0,13.0,58.0,3.0,129.0,75
63.0,-73.85522,1.0,1.0,70.0,1.0,282.0,99
83.0,-73.89114,0.0,3.0,1.0,1.0,59.0,70
52.0,-74.00137,1.0,4.0,11.0,1.0,259.0,200
19.0,-73.98515,1.0,3.0,70.0,1.0,99.0,150
10.0,-73.98805,0.0,1.0,49.0,4.0,24.0,89
28.0,-73.95652,1.0,2.0,12.0,1.0,363.0,225
32.0,-73.99202,0.0,1.0,4.0,2.0,0.0,120
56.0,-73.9314,1.0,7.0,12.0,1.0,3.0,150
15.0,-73.9429,1.0,4.0,13.0,2.0,0.0,105
8.0,-73.98937,1.0,1.0,3.0,1.0,0.0,250
14.0,-73.99445,1.0,3.0,63.0,1.0,323.0,275
95.0,-73.85145,0.0,1.0,0.0,1.0,0.0,100
52.0,-73.99455,0.0,1.0,0.0,1.0,0.0,100
7.0,-73.99361,1.0,5.0,46.0,1.0,228.0,200
12.0,-73.94478,1.0,3.0,25.0,1.0,0.0,160
21.0,-73.92578,0.0,2.0,12.0,1.0,3.0,90
19.0,-73.98299,1.0,13.0,4.0,4.0,305.0,120
126.0,-73.89687,1.0,4.0,24.0,2.0,157.0,200
2.0,-73.93925,0.0,5.0,17.0,1.0,119.0,45
14.0,-73.99454,0.0,13.0,0.0,1.0,270.0,999
21.0,-73.92528,0.0,2.0,0.0,3.0,280.0,125
6.0,-73.94104,0.0,3.0,1.0,1.0,0.0,60
24.0,-73.94732,1.0,2.0,15.0,1.0,20.0,120
15.0,-73.95133,0.0,1.0,0.0,1.0,66.0,41
19.0,-73.98823,1.0,13.0,0.0,4.0,364.0,285
160.0,-73.79554,2.0,4.0,1.0,4.0,365.0,30
8.0,-73.98431,1.0,1.0,0.0,1.0,0.0,125
13.0,-73.97407,0.0,13.0,18.0,1.0,128.0,70
5.0,-73.97862,1.0,3.0,0.0,3.0,294.0,300
84.0,-73.89201,0.0,1.0,17.0,3.0,67.0,85
77.0,-74.0026,1.0,3.0,0.0,1.0,11.0,349
63.0,-73.84278,0.0,2.0,3.0,3.0,364.0,125
43.0,-74.00837,1.0,13.0,0.0,1.0,310.0,300
7.0,-73.99438,0.0,3.0,49.0,1.0,216.0,99
7.0,-73.99087,1.0,2.0,1.0,1.0,9.0,250
7.0,-73.99511,0.0,7.0,3.0,4.0,348.0,75
